amount,hour,category,distance_from_home_km,txns_last_24h,is_foreign,card_present,fraud_probability,actual_fraud
73.29,22,grocery,0.1,1,0,1,0.0548,0
53.19,18,grocery,1.9,4,0,0,0.1069,0
4.29,18,fuel,15.9,1,0,1,0.0761,0
14.61,13,grocery,0.3,3,0,1,0.0668,0
10.15,19,grocery,5.9,3,0,1,0.083,0
12.92,20,grocery,16.7,0,0,0,0.1079,0
38.57,15,grocery,9.7,2,1,0,0.0929,0
82.17,21,restaurant,3.2,3,0,1,0.3124,0
160.07,10,online_retail,4.1,1,0,1,0.0791,0
24.93,14,restaurant,3.3,1,0,1,0.1074,0
16.77,18,grocery,25.7,1,0,0,0.1267,0
12.3,15,restaurant,10.4,0,0,0,0.0877,0
194.36,3,electronics,181.5,6,1,0,0.9693,1
21.13,7,grocery,30.9,2,0,1,0.056,0
28.74,7,electronics,5.6,1,0,0,0.1516,0
76.51,12,restaurant,7.3,2,0,1,0.1016,0
61.23,10,jewelry,18.5,2,0,1,0.0521,0
62.57,7,grocery,3.5,2,0,0,0.1217,0
25.76,18,travel,2.2,3,0,1,0.0965,0
154.18,13,restaurant,1.2,1,0,1,0.079,0
63.79,14,electronics,8.8,0,1,1,0.0728,0
46.65,8,restaurant,4.2,1,0,1,0.3889,0
31.78,9,online_retail,7.9,1,0,1,0.1705,0
5.3,22,restaurant,3.1,1,0,0,0.2426,0
17.14,13,restaurant,3.8,2,1,1,0.0868,0
204.23,21,restaurant,0.1,1,0,0,0.0631,0
58.87,15,atm,7.9,2,0,0,0.1002,0
51.52,21,online_retail,6.3,1,0,1,0.1478,0
1624.4,4,online_retail,87.3,9,0,0,0.9693,1
90.91,20,fuel,4.6,3,0,1,0.104,0
24.93,14,online_retail,21.5,0,0,1,0.1885,0
13.4,9,grocery,2.4,0,0,1,0.1323,0
27.98,13,electronics,1.4,0,0,1,0.1186,0
30.17,9,grocery,10.3,2,0,0,0.1004,0
38.45,16,online_retail,6.8,1,0,1,0.1039,0
82.29,14,travel,1.8,0,0,1,0.1144,0
16.5,15,grocery,10.8,0,0,1,0.1008,0
38.34,13,atm,35.3,0,0,0,0.0998,0
16.75,22,restaurant,12.3,0,0,1,0.0638,0
112.81,16,restaurant,15.3,3,0,1,0.0709,0
151.37,16,fuel,31.8,2,0,1,0.0896,0
111.52,13,electronics,17.1,0,0,0,0.1122,0
70.61,8,online_retail,18.1,0,0,0,0.1274,0
10.83,22,grocery,6.9,1,0,1,0.0618,0
161.55,14,grocery,5.5,1,0,1,0.0969,0
145.48,17,fuel,5.1,0,0,1,0.0971,0
25.24,7,grocery,9.5,1,0,1,0.0935,0
62.22,13,restaurant,3.3,2,0,1,0.0887,0
5.37,14,grocery,17.4,0,0,1,0.1347,0
41.16,16,restaurant,7.4,0,0,1,0.1057,0
27.71,9,grocery,36.7,2,0,0,0.0765,0
11.42,15,grocery,31.7,0,0,1,0.0945,0
12.68,21,atm,4.1,2,0,0,0.097,0
53.9,8,atm,47.3,1,0,0,0.0193,0
65.51,11,grocery,3.5,2,1,1,0.1264,0
21.86,14,atm,12.1,1,0,1,0.0967,0
20.88,7,fuel,2.2,3,0,1,0.1401,0
15.69,10,restaurant,36.7,1,1,1,0.1622,0
52.92,21,restaurant,5.6,1,0,0,0.1032,0
24.98,18,fuel,28.5,3,0,1,0.1482,0
22.5,7,restaurant,6.1,3,0,1,0.1333,0
158.89,18,fuel,6.0,0,0,1,0.0902,0
5.74,21,online_retail,6.5,1,0,1,0.2611,0
305.89,15,grocery,10.6,3,0,1,0.1,0
22.6,14,electronics,7.8,0,0,1,0.152,0
1466.78,22,travel,342.3,2,1,0,0.9659,1
42.08,19,online_retail,12.7,2,0,1,0.1717,0
43.25,12,electronics,3.0,1,0,1,0.1423,0
64.45,12,atm,10.1,2,0,1,0.0773,0
19.04,20,online_retail,4.3,2,0,1,0.1014,0
40.18,22,restaurant,9.9,3,0,0,0.0665,0
12.27,8,online_retail,1.5,0,0,0,0.1743,0
35.55,15,atm,21.2,2,0,0,0.1954,0
50.27,8,restaurant,6.7,1,0,1,0.1504,0
118.48,8,fuel,16.9,2,0,1,0.0434,0
116.26,9,grocery,2.9,3,0,0,0.1701,0
76.03,15,online_retail,4.5,2,0,0,0.0918,0
57.3,17,grocery,7.4,1,0,1,0.1019,0
80.42,22,atm,186.1,4,0,0,0.9677,1
43.62,9,online_retail,16.9,1,0,1,0.0827,0
6.94,11,electronics,9.2,1,0,1,0.098,0
44.26,7,grocery,16.9,3,0,0,0.0707,0
19.44,21,atm,17.0,2,0,1,0.0686,0
59.35,14,fuel,16.9,1,0,1,0.0934,0
40.23,12,restaurant,28.5,2,0,1,0.165,0
40.58,8,grocery,0.1,3,0,0,0.1556,0
26.34,9,online_retail,13.6,2,0,1,0.0771,0
68.52,9,travel,6.1,1,1,1,0.1448,0
72.46,18,grocery,3.9,2,1,1,0.1506,0
19.49,17,fuel,25.7,4,0,1,0.1159,0
51.45,13,atm,5.8,2,0,1,0.1484,0
22.49,19,fuel,10.4,2,0,0,0.1062,0
27.16,11,restaurant,6.3,1,0,1,0.1225,0
53.38,11,online_retail,8.7,2,0,1,0.0776,0
543.2,0,atm,79.4,4,0,1,0.9699,0
47.09,14,fuel,0.1,1,0,1,0.0647,0
15.64,22,travel,52.2,2,1,1,0.0518,0
17.55,19,grocery,5.3,3,0,1,0.1115,0
50.7,22,grocery,9.0,1,0,1,0.1044,0
8.36,16,online_retail,33.2,0,0,1,0.0825,0
21.34,16,fuel,3.2,1,0,0,0.1159,0
50.11,10,grocery,9.5,1,1,1,0.0545,0
21.54,12,grocery,34.2,1,0,1,0.0988,0
88.15,13,grocery,7.7,3,0,0,0.0702,0
27.43,18,grocery,38.1,1,0,1,0.1061,0
79.18,17,grocery,19.1,1,0,1,0.114,0
165.25,10,restaurant,3.7,2,0,1,0.0868,0
71.81,12,fuel,5.7,2,0,1,0.1016,0
41.83,22,online_retail,4.3,0,0,1,0.1115,0
83.55,3,jewelry,137.8,7,1,1,0.9693,1
106.37,18,electronics,0.6,1,1,0,0.0689,0
207.22,3,travel,221.4,5,0,0,0.9693,1
57.27,15,online_retail,18.9,2,0,0,0.0847,0
36.15,17,atm,7.4,2,0,1,0.1034,0
35.66,10,grocery,1.2,4,0,1,0.1685,0
66.3,18,grocery,11.8,0,0,1,0.0712,0
18.38,21,atm,14.0,3,0,0,0.1007,0
36.64,9,restaurant,26.1,1,0,0,0.0619,0
5.07,17,atm,3.6,2,0,1,0.4181,0
13.87,17,grocery,5.0,2,0,1,0.0935,0
87.66,9,grocery,30.5,0,0,1,0.0776,0
4.27,8,electronics,33.3,2,0,0,0.0558,0
31.42,20,grocery,3.9,2,0,0,0.112,0
10.96,22,online_retail,18.4,4,0,1,0.0742,0
17.62,16,electronics,23.2,2,0,1,0.1279,0
779.3,15,electronics,692.7,6,0,0,0.9682,0
118.93,12,atm,2.9,0,0,1,0.0811,0
21.56,18,grocery,9.7,2,0,1,0.0933,0
26.42,22,atm,14.7,0,0,1,0.0783,0
8.21,18,restaurant,25.5,1,1,1,0.1107,0
22.73,21,travel,10.6,2,0,1,0.1502,0
9.3,18,fuel,5.0,2,0,1,0.0799,0
33.63,8,restaurant,4.2,0,0,0,0.1663,0
227.03,1,atm,24.0,7,0,0,0.9692,1
45.29,16,restaurant,8.4,1,0,1,0.105,0
76.88,8,electronics,7.7,1,0,1,0.0789,0
59.1,16,online_retail,13.3,2,0,1,0.0803,0
35.11,9,restaurant,4.8,3,0,1,0.1445,0
43.11,12,restaurant,51.7,0,0,1,0.0452,0
43.5,8,restaurant,8.9,0,0,0,0.3282,0
55.3,16,fuel,8.4,1,0,0,0.0809,0
12.63,20,fuel,6.6,1,0,1,0.1094,0
22.62,18,grocery,14.2,2,0,1,0.1034,0
50.35,16,grocery,6.4,3,0,1,0.1244,0
28.25,7,grocery,6.2,3,0,0,0.2309,0
81.24,20,online_retail,11.4,0,0,1,0.1156,0
20.76,7,grocery,2.1,1,0,1,0.1487,0
7.02,22,grocery,5.4,0,0,1,0.081,0
7.14,12,atm,16.9,0,0,1,0.1115,0
43.15,17,grocery,1.2,1,0,0,0.1168,0
44.49,20,electronics,23.3,1,0,1,0.1257,0
172.69,14,restaurant,4.6,1,0,1,0.0965,0
98.57,13,fuel,8.4,1,0,0,0.1042,0
32.0,7,grocery,18.1,0,0,1,0.138,0
41.82,17,restaurant,8.2,2,1,1,0.14,0
28.56,18,electronics,3.7,0,0,1,0.0994,0
18.94,15,electronics,11.8,1,0,1,0.1049,0
76.93,15,grocery,5.9,1,0,1,0.1083,0
38.34,22,fuel,18.4,3,0,1,0.0685,0
13.89,11,travel,11.1,0,0,1,0.0743,0
69.12,22,grocery,9.4,3,0,1,0.0721,0
15.39,11,fuel,3.2,2,0,1,0.104,0
40.51,7,online_retail,8.0,3,0,1,0.2766,0
27.9,19,atm,6.1,0,0,1,0.1135,0
38.29,9,fuel,1.4,1,0,0,0.2402,0
77.01,21,travel,10.6,1,0,1,0.1404,0
12.42,19,grocery,15.9,1,0,1,0.1079,0
33.56,18,online_retail,3.6,2,0,0,0.0847,0
490.37,2,jewelry,186.1,10,0,0,0.9693,1
34.32,18,restaurant,6.6,3,0,0,0.1082,0
15.73,19,online_retail,1.6,3,1,1,0.0836,0
50.08,14,grocery,14.2,1,0,1,0.0936,0
11.1,22,restaurant,26.2,1,0,1,0.0601,0
58.7,18,restaurant,17.0,4,0,1,0.0799,0
14.84,20,electronics,4.9,2,0,1,0.1182,0
7.1,7,restaurant,3.7,0,0,1,0.1037,0
121.24,10,restaurant,1.7,2,0,0,0.0772,0
25.54,21,grocery,3.5,0,0,1,0.136,0
20.86,15,grocery,39.1,2,1,1,0.0366,0
17.03,13,restaurant,1.6,2,0,1,0.0955,0
131.21,17,grocery,9.6,0,0,1,0.1494,0
66.13,9,atm,5.3,3,1,0,0.122,0
92.71,19,online_retail,6.3,0,0,0,0.0787,0
4.41,18,grocery,6.0,1,0,0,0.3038,0
107.78,17,grocery,7.8,2,0,1,0.0713,0
29.05,8,atm,0.2,3,0,0,0.0847,0
17.28,18,fuel,18.1,0,0,0,0.11,0
5.46,15,grocery,9.0,1,0,1,0.3976,0
96.19,8,restaurant,11.7,2,0,1,0.053,0
53.35,16,atm,15.7,3,0,1,0.078,0
21.67,9,restaurant,23.1,0,0,1,0.1109,0
1747.58,4,jewelry,62.2,4,0,0,0.9702,1
21.95,19,travel,3.0,2,0,1,0.1002,0
25.39,22,grocery,19.2,0,1,1,0.1229,0
78.53,21,fuel,24.1,4,0,0,0.0533,0
12.75,12,fuel,9.3,2,0,1,0.0792,0
90.6,11,grocery,3.9,1,0,0,0.0939,0
190.21,10,fuel,7.6,2,0,1,0.0584,0
8.0,8,online_retail,0.6,0,0,1,0.4022,0
97.17,17,fuel,11.0,0,0,1,0.1058,0
28.65,21,grocery,13.4,3,0,0,0.0968,0
62.4,9,restaurant,15.3,1,0,0,0.0674,0
81.79,22,grocery,13.1,2,0,1,0.073,0
9.16,21,grocery,0.4,2,0,1,0.0655,0
129.25,18,restaurant,54.5,1,0,1,0.0295,0
23.3,7,electronics,0.6,0,0,1,0.0697,0
27.51,21,grocery,23.7,2,0,1,0.0642,0
17.16,9,restaurant,2.1,1,0,1,0.1934,0
96.29,12,atm,6.4,2,0,1,0.1051,0
62.55,22,online_retail,1.4,0,0,1,0.0626,0
27.69,19,fuel,10.2,2,0,1,0.0969,0
132.92,20,atm,0.6,1,0,1,0.0813,0
64.7,11,jewelry,3.1,0,0,1,0.1028,0
37.07,12,grocery,5.6,2,0,1,0.1066,0
2.17,14,online_retail,9.3,0,0,1,0.1615,0
21.75,19,grocery,1.6,1,0,1,0.1122,0
38.27,16,travel,4.4,4,0,1,0.0805,0
201.41,18,fuel,0.0,3,0,0,0.0594,0
86.24,2,atm,454.4,1,0,0,0.9521,1
13.24,22,grocery,25.1,2,0,1,0.0608,0
105.04,22,online_retail,2.9,2,0,1,0.074,0
28.82,7,fuel,15.6,1,0,1,0.0906,0
60.14,18,grocery,8.4,0,0,0,0.0744,0
56.2,18,restaurant,2.5,3,0,0,0.0858,0
11.55,20,grocery,9.5,3,0,1,0.0816,0
15.88,12,online_retail,5.3,0,0,1,0.0979,0
83.98,21,electronics,7.2,1,0,1,0.2178,0
20.54,16,online_retail,16.9,2,0,1,0.1309,0
60.25,22,grocery,5.8,2,0,1,0.068,0
49.32,21,grocery,6.7,2,0,0,0.1351,0
164.67,18,restaurant,8.9,0,0,0,0.0959,0
7.84,21,fuel,0.1,0,0,1,0.1084,0
398.17,22,jewelry,49.4,7,1,0,0.9445,1
94.88,11,jewelry,10.1,1,0,1,0.0739,0
24.18,17,grocery,5.8,5,0,1,0.0396,0
42.08,13,restaurant,8.4,0,0,1,0.1205,0
47.5,19,grocery,22.6,2,0,1,0.1738,0
9.23,7,travel,16.2,2,0,1,0.0587,0
13.74,8,grocery,27.3,0,0,1,0.0908,0
15.61,11,atm,49.1,2,0,1,0.0282,0
29.71,21,restaurant,8.8,0,0,0,0.091,0
156.66,15,grocery,22.3,0,1,1,0.1067,0
43.28,11,grocery,12.3,3,0,0,0.0874,0
15.44,12,grocery,3.0,0,1,1,0.0909,0
21.05,14,atm,18.0,0,0,1,0.1218,0
14.5,13,grocery,1.0,0,0,1,0.0909,0
7.42,21,fuel,2.3,0,0,1,0.0778,0
313.71,18,online_retail,9.1,2,0,0,0.1817,0
38.56,12,electronics,2.7,3,0,1,0.1456,0
23.05,16,atm,9.1,1,0,0,0.0948,0
23.09,12,grocery,15.7,0,0,1,0.1115,0
828.24,23,travel,363.6,6,1,1,0.9682,0
11.51,12,online_retail,10.5,1,0,1,0.0806,0
23.09,22,restaurant,11.1,3,0,1,0.0704,0
48.72,7,grocery,0.8,2,0,1,0.1872,0
22.52,13,grocery,6.1,2,0,0,0.1155,0
63.81,20,grocery,17.8,0,0,1,0.0881,0
39.99,17,restaurant,29.6,4,0,1,0.1805,0
40.62,22,electronics,34.5,3,0,1,0.0889,0
66.79,13,grocery,38.7,3,0,0,0.0316,0
9.02,19,grocery,3.6,1,0,1,0.0883,0
28.9,9,fuel,5.0,4,0,0,0.1311,0
14.06,20,online_retail,2.7,3,1,1,0.077,0
30.03,7,restaurant,17.6,0,0,0,0.1491,0
36.16,12,restaurant,0.2,2,0,0,0.0668,0
23.23,14,online_retail,0.4,1,0,1,0.0747,0
205.68,23,online_retail,76.5,3,1,1,0.9674,0
97.61,8,fuel,10.6,3,0,0,0.0755,0
43.88,22,grocery,3.7,5,0,1,0.0572,0
25.02,14,atm,6.6,4,0,0,0.1033,0
9.91,13,grocery,4.8,4,0,1,0.0665,0
37.98,12,travel,4.0,3,0,1,0.1302,0
89.42,16,restaurant,0.3,1,0,1,0.0719,0
32.72,9,restaurant,14.9,1,0,0,0.0835,0
186.66,15,online_retail,98.7,4,1,0,0.9599,1
34.07,12,online_retail,11.0,1,0,0,0.085,0
18.15,13,online_retail,1.2,1,0,0,0.1177,0
28.83,15,restaurant,6.9,2,0,0,0.1172,0
7.02,14,grocery,2.1,2,0,0,0.1135,0
72.47,11,grocery,0.1,0,0,1,0.0691,0
352.53,21,grocery,15.7,1,0,1,0.2042,0
50.61,17,fuel,3.5,1,0,1,0.1194,1
2.8,10,restaurant,23.8,1,0,1,0.0565,0
133.42,20,atm,3.7,1,0,1,0.1581,0
133.3,20,grocery,10.6,0,0,1,0.1573,0
46.92,3,jewelry,444.0,5,0,0,0.9685,1
47.81,12,atm,3.5,3,0,1,0.1912,0
183.32,12,online_retail,0.3,3,0,0,0.0613,0
37.26,7,grocery,1.8,2,0,1,0.1158,0
39.2,14,grocery,7.4,2,0,1,0.1066,0
25.72,22,online_retail,4.3,1,0,1,0.0703,0
13.74,16,electronics,1.4,0,0,1,0.0992,0
36.89,11,fuel,4.1,1,0,1,0.1112,0
35.1,21,online_retail,4.3,2,0,1,0.1154,0
56.06,15,atm,4.5,5,0,1,0.3504,0
167.52,8,grocery,25.5,5,0,0,0.1319,0
45.4,7,grocery,5.7,0,0,1,0.2428,0
44.06,15,restaurant,14.6,2,0,1,0.1554,0
12.57,7,fuel,15.2,2,0,1,0.0728,0
21.55,15,restaurant,8.1,3,0,1,0.0982,0
15.65,14,atm,15.2,3,0,1,0.0888,0
65.03,13,grocery,2.4,0,0,1,0.0821,0
28.19,22,grocery,11.1,0,0,1,0.0716,0
14.22,18,restaurant,17.7,2,0,1,0.088,0
163.3,14,travel,22.8,1,0,1,0.1389,0
21.92,22,grocery,5.7,0,0,1,0.084,0
44.83,10,grocery,13.0,1,0,1,0.0797,0
24.65,13,atm,16.0,2,0,0,0.097,0
25.08,14,atm,10.1,2,0,0,0.0941,0
76.52,16,restaurant,33.9,3,0,0,0.0804,0
638.1,23,electronics,72.9,7,1,1,0.9697,1
2.02,21,restaurant,2.8,2,0,1,0.2355,0
16.75,15,fuel,2.1,1,0,0,0.1031,0
47.99,10,fuel,2.7,1,0,0,0.1098,0
566.28,10,atm,4.1,2,0,0,0.074,0
1170.21,15,jewelry,462.2,4,0,0,0.9677,1
15.81,20,online_retail,1.4,1,0,1,0.1222,0
62.86,21,online_retail,2.1,1,0,1,0.0805,0
42.63,14,grocery,14.5,1,0,1,0.1236,0
32.85,12,grocery,48.3,2,0,1,0.0307,0
32.02,7,fuel,10.2,1,0,0,0.0924,0
131.69,16,online_retail,3.6,1,0,1,0.1665,0
97.7,7,fuel,25.5,2,0,1,0.0399,0
144.02,12,online_retail,32.2,4,0,0,0.5164,1
84.61,22,grocery,31.1,0,0,0,0.0531,0
91.67,16,grocery,12.4,3,0,1,0.0694,0
13.72,11,fuel,4.5,2,0,0,0.0904,0
78.67,19,grocery,3.7,3,0,1,0.0892,0
47.79,17,restaurant,1.5,3,1,1,0.1323,0
13.08,13,online_retail,16.4,2,0,0,0.0857,0
194.97,7,jewelry,10.0,4,0,0,0.3739,0
7.03,16,grocery,17.7,1,0,1,0.1129,0
40.41,13,restaurant,13.8,4,0,0,0.0743,0
114.65,11,restaurant,35.1,2,0,1,0.0588,0
70.16,7,electronics,0.2,1,0,1,0.0882,0
58.87,14,restaurant,13.6,3,0,1,0.0773,0
42.12,22,fuel,6.0,0,1,1,0.1001,0
30.72,9,fuel,18.7,0,0,1,0.1491,0
12.17,10,fuel,2.2,1,0,1,0.0844,0
28.34,18,electronics,4.2,2,0,0,0.1018,0
2.33,14,grocery,26.3,0,0,0,0.0956,0
56.17,16,travel,45.3,0,1,1,0.0315,0
60.64,19,online_retail,4.8,0,0,1,0.0805,0
42.73,15,atm,204.4,1,1,0,0.614,1
116.9,12,electronics,17.8,2,0,1,0.0897,0
28.57,7,online_retail,0.0,1,0,1,0.1235,0
32.2,18,grocery,10.9,1,0,1,0.1075,0
4.66,18,online_retail,3.7,0,0,1,0.2159,0
89.07,4,travel,311.8,6,0,0,0.9693,1
12.67,16,grocery,19.9,2,0,0,0.1048,0
136.81,9,restaurant,0.2,0,0,0,0.1587,0
40.47,9,restaurant,6.3,2,0,1,0.198,0
36.66,17,grocery,8.9,0,0,1,0.1167,0
73.82,11,grocery,29.1,1,0,0,0.085,0
51.35,13,grocery,3.0,0,0,1,0.0752,0
168.76,9,grocery,19.7,0,0,1,0.1085,0
62.93,15,travel,172.7,4,1,0,0.9677,1
67.24,17,restaurant,4.6,1,0,0,0.118,0
9.82,14,fuel,2.5,0,0,1,0.0753,0
72.37,19,fuel,2.0,2,0,1,0.0892,0
29.57,16,online_retail,32.5,1,0,1,0.086,0
52.64,9,atm,0.4,1,0,1,0.0949,0
284.35,12,atm,65.9,5,0,0,0.9536,1
84.41,15,restaurant,1.5,2,0,0,0.0763,1
21.8,10,fuel,17.4,0,0,1,0.0781,0
16.89,22,grocery,23.1,1,1,1,0.0916,0
18.23,19,fuel,10.4,1,0,1,0.1084,1
64.14,22,grocery,8.2,3,0,1,0.0637,0
255.14,7,restaurant,3.4,3,0,1,0.0822,0
30.55,22,grocery,1.1,2,0,1,0.0775,0
102.08,13,travel,0.9,1,0,0,0.0793,0
32.51,12,online_retail,5.0,8,0,1,0.882,0
61.77,15,fuel,16.1,2,0,1,0.0933,0
15.88,19,grocery,9.2,1,0,1,0.1731,0
235.75,11,restaurant,5.1,2,1,0,0.0715,0
125.21,17,online_retail,10.3,2,0,1,0.0842,0
39.05,9,online_retail,1.4,0,1,1,0.179,0
22.08,10,restaurant,24.9,3,0,0,0.0729,0
10.59,20,restaurant,3.7,3,0,1,0.0882,0
26.49,11,online_retail,7.3,1,0,1,0.116,0
78.8,16,grocery,15.8,2,0,1,0.0831,0
66.61,10,fuel,0.0,0,0,1,0.0509,0
28.75,7,grocery,11.1,0,0,1,0.1542,0
24.71,20,restaurant,4.3,1,0,1,0.1189,0
28.96,18,fuel,2.6,1,0,1,0.1081,0
73.29,22,online_retail,4.8,1,0,0,0.0697,0
8.71,20,grocery,24.0,1,0,0,0.1454,0
27.57,12,online_retail,2.6,3,0,1,0.1298,0
42.25,21,grocery,63.0,1,0,1,0.0482,0
29.43,11,online_retail,3.9,1,1,1,0.1137,0
85.07,8,atm,15.0,1,0,1,0.0532,0
609.56,12,jewelry,9.7,3,0,0,0.245,1
180.25,17,atm,21.4,1,1,1,0.0923,0
50.23,19,fuel,0.4,0,0,0,0.0645,0
15.0,12,fuel,2.2,2,0,0,0.104,0
7.12,22,electronics,6.3,1,0,1,0.1777,0
323.77,22,grocery,56.7,1,0,0,0.5464,0
66.45,20,restaurant,46.8,0,0,0,0.028,0
35.83,11,fuel,6.0,2,0,1,0.1066,0
55.87,12,restaurant,5.6,2,0,1,0.0955,0
33.03,9,restaurant,1.4,1,0,0,0.2403,0
97.52,14,grocery,2.2,0,0,1,0.0754,0
28.51,21,atm,4.3,2,0,1,0.1483,0
10.05,17,restaurant,28.9,1,0,1,0.1204,0
51.23,8,electronics,48.1,0,0,0,0.0354,0
30.86,13,fuel,10.3,1,0,1,0.1048,0
5.32,15,fuel,21.7,1,0,1,0.1591,0
114.32,22,grocery,12.4,1,0,0,0.114,0
228.03,22,grocery,12.3,3,0,1,0.2256,0
56.17,18,restaurant,17.3,3,0,1,0.0796,0
24.39,22,grocery,2.6,2,0,0,0.0737,0
28.46,19,fuel,2.0,3,0,1,0.1057,0
49.98,22,grocery,8.6,3,0,1,0.1251,0
12.77,9,grocery,2.5,2,0,1,0.1449,0
8.04,20,restaurant,4.3,2,0,1,0.0976,0
55.48,10,online_retail,4.0,2,0,1,0.0954,0
45.85,19,restaurant,3.4,1,0,1,0.1361,0
48.61,9,online_retail,1.3,0,0,1,0.2381,0
61.3,18,restaurant,17.6,2,0,1,0.0796,0
17.49,19,online_retail,2.2,3,0,1,0.092,0
185.95,18,online_retail,44.3,1,0,1,0.0365,0
29.58,18,restaurant,0.3,2,0,0,0.0749,0
31.23,13,grocery,3.1,2,0,0,0.1011,0
61.66,20,restaurant,2.6,1,0,1,0.1005,0
18.01,10,grocery,8.0,1,0,1,0.073,0
97.98,13,grocery,4.0,0,0,0,0.0726,0
70.01,22,atm,9.7,2,0,0,0.0723,0
996.08,12,travel,646.9,6,1,1,0.9682,1
267.78,12,electronics,12.0,5,0,1,0.857,1
51.8,19,electronics,36.2,1,0,1,0.0586,0
49.6,17,grocery,3.5,4,0,1,0.1427,0
86.48,13,grocery,1.2,1,1,0,0.1178,0
10.22,11,grocery,9.8,0,0,1,0.0668,0
13.12,17,restaurant,9.6,1,0,0,0.0798,0
174.17,0,atm,152.7,5,0,1,0.9693,1
6.42,11,grocery,36.5,1,0,1,0.1272,0
18.78,7,grocery,40.4,4,0,0,0.0989,0
217.49,12,grocery,1.0,3,0,1,0.0772,0
242.36,7,grocery,84.9,1,0,1,0.3469,0
40.29,21,online_retail,11.2,1,0,1,0.124,0
30.93,7,online_retail,10.5,0,0,1,0.131,0
527.85,17,restaurant,1.8,1,1,1,0.0806,0
48.43,14,online_retail,8.2,1,0,1,0.2149,0
31.92,21,jewelry,2.3,1,0,1,0.1024,0
67.19,22,electronics,14.9,1,0,1,0.1066,0
603.74,2,atm,122.1,4,0,0,0.9699,1
62.42,21,online_retail,1.3,1,0,1,0.0967,0
81.65,17,grocery,46.3,2,0,1,0.0378,0
12.96,8,online_retail,12.9,2,0,0,0.076,0
10.57,22,restaurant,0.1,0,0,1,0.0655,0
5.07,16,grocery,5.3,1,0,1,0.3038,0
31.18,16,grocery,1.3,2,0,1,0.1223,0
46.78,12,online_retail,9.7,1,0,0,0.0703,0
111.99,13,online_retail,2.7,2,0,1,0.0716,0
18.81,10,grocery,1.5,3,0,1,0.1851,0
65.41,22,restaurant,21.1,2,0,1,0.0628,0
39.22,21,grocery,1.4,1,0,1,0.1087,0
109.42,16,jewelry,89.8,0,0,1,0.8735,0
15.18,8,online_retail,5.4,3,0,0,0.1717,0
70.8,17,grocery,30.0,2,0,1,0.1781,0
41.17,13,restaurant,8.5,2,0,0,0.0913,0
34.6,13,online_retail,21.0,2,0,1,0.1574,0
88.91,9,fuel,44.1,2,0,1,0.0194,0
59.44,14,fuel,2.8,2,0,1,0.0887,0
7.61,10,grocery,13.8,2,0,1,0.0689,0
16.9,21,online_retail,2.4,2,0,1,0.0848,0
16.28,14,atm,7.9,2,0,1,0.0865,0
62.09,21,grocery,30.0,2,0,1,0.054,0
47.03,7,electronics,7.9,0,0,0,0.2677,0
43.69,21,grocery,17.8,2,0,0,0.0731,0
116.71,8,online_retail,30.5,2,0,0,0.0388,0
27.69,15,grocery,8.0,3,0,1,0.0982,0
60.98,16,restaurant,29.2,2,0,1,0.1504,0
10.74,19,online_retail,7.2,2,0,1,0.0762,0
52.06,8,grocery,25.5,3,0,1,0.0425,0
14.77,18,electronics,8.3,3,0,1,0.0899,0
12.05,18,fuel,0.1,2,0,1,0.0589,0
6.88,21,restaurant,6.2,1,0,1,0.1687,0
33.65,21,fuel,8.6,2,0,1,0.1592,0
21.51,14,restaurant,4.5,2,0,1,0.1085,0
25.34,8,grocery,25.0,3,0,1,0.0681,0
307.85,14,grocery,4.3,0,0,1,0.0777,0
207.31,15,restaurant,7.0,0,0,1,0.0971,0
118.62,3,electronics,521.6,7,0,0,0.9693,0
75.2,7,atm,5.9,1,0,0,0.0864,0
26.61,20,electronics,16.0,1,0,1,0.1176,0
9.15,13,electronics,14.1,2,0,1,0.0796,0
77.12,14,grocery,10.5,0,0,1,0.0873,0
8.71,21,restaurant,16.8,0,0,1,0.1027,0
100.17,2,jewelry,137.5,6,1,0,0.9693,1
50.85,13,electronics,6.9,1,0,1,0.114,0
58.6,14,restaurant,6.2,3,0,1,0.0944,0
164.38,20,grocery,3.4,1,0,1,0.0942,0
63.42,7,grocery,0.7,1,0,1,0.106,0
18.55,11,grocery,23.8,2,0,0,0.1079,0
48.54,8,online_retail,17.3,5,0,1,0.5569,0
83.24,15,fuel,7.7,3,0,1,0.0765,0
57.6,7,grocery,12.7,0,0,0,0.1199,0
42.71,16,fuel,30.2,2,0,0,0.1659,0
90.21,9,grocery,4.6,2,0,1,0.1813,0
12.28,12,online_retail,6.2,1,0,1,0.0943,0
37.85,9,restaurant,2.5,1,0,0,0.2134,0
148.19,14,online_retail,0.1,1,0,1,0.0583,0
139.87,14,fuel,5.9,2,0,0,0.1092,0
67.04,17,restaurant,18.5,2,0,1,0.0881,0
13.82,7,fuel,39.2,1,0,1,0.0249,0
44.16,18,restaurant,0.7,1,0,0,0.105,0
45.54,22,online_retail,7.8,1,0,1,0.0642,0
41.53,19,online_retail,5.5,1,0,0,0.1144,0
80.62,13,atm,61.1,3,0,1,0.2851,0
41.76,9,grocery,48.8,0,0,0,0.0419,0
62.73,11,grocery,11.5,2,0,0,0.0799,0
184.11,19,restaurant,14.8,1,0,1,0.1369,0
70.68,15,grocery,15.4,3,0,1,0.0992,0
